epochs,lr,sigma,umatrix_0_0,umatrix_0_1,umatrix_0_2,umatrix_0_3,umatrix_0_4,umatrix_0_5,umatrix_0_6,umatrix_0_7,umatrix_0_8,umatrix_0_9,umatrix_1_0,umatrix_1_1,umatrix_1_2,umatrix_1_3,umatrix_1_4,umatrix_1_5,umatrix_1_6,umatrix_1_7,umatrix_1_8,umatrix_1_9,umatrix_2_0,umatrix_2_1,umatrix_2_2,umatrix_2_3,umatrix_2_4,umatrix_2_5,umatrix_2_6,umatrix_2_7,umatrix_2_8,umatrix_2_9,umatrix_3_0,umatrix_3_1,umatrix_3_2,umatrix_3_3,umatrix_3_4,umatrix_3_5,umatrix_3_6,umatrix_3_7,umatrix_3_8,umatrix_3_9,umatrix_4_0,umatrix_4_1,umatrix_4_2,umatrix_4_3,umatrix_4_4,umatrix_4_5,umatrix_4_6,umatrix_4_7,umatrix_4_8,umatrix_4_9,umatrix_5_0,umatrix_5_1,umatrix_5_2,umatrix_5_3,umatrix_5_4,umatrix_5_5,umatrix_5_6,umatrix_5_7,umatrix_5_8,umatrix_5_9,umatrix_6_0,umatrix_6_1,umatrix_6_2,umatrix_6_3,umatrix_6_4,umatrix_6_5,umatrix_6_6,umatrix_6_7,umatrix_6_8,umatrix_6_9,umatrix_7_0,umatrix_7_1,umatrix_7_2,umatrix_7_3,umatrix_7_4,umatrix_7_5,umatrix_7_6,umatrix_7_7,umatrix_7_8,umatrix_7_9,umatrix_8_0,umatrix_8_1,umatrix_8_2,umatrix_8_3,umatrix_8_4,umatrix_8_5,umatrix_8_6,umatrix_8_7,umatrix_8_8,umatrix_8_9,umatrix_9_0,umatrix_9_1,umatrix_9_2,umatrix_9_3,umatrix_9_4,umatrix_9_5,umatrix_9_6,umatrix_9_7,umatrix_9_8,umatrix_9_9
10,0.1000,4.0000,0.10335639,0.10971848,0.11163298,0.09155904,0.07398383,0.08150917,0.09362091,0.08787721,0.06899556,0.04488065,0.09307578,0.10210231,0.10507948,0.09162295,0.08156433,0.09014632,0.09485731,0.08723290,0.07354557,0.06346870,0.07963598,0.08979260,0.10175157,0.09726013,0.09276355,0.09647132,0.09407449,0.09147171,0.09238918,0.08885095,0.07468945,0.08411797,0.10048753,0.09703789,0.08945735,0.08845108,0.09594473,0.12099005,0.14470391,0.15517109,0.08448276,0.09315108,0.09711854,0.09180284,0.08756837,0.09927169,0.13722320,0.18425115,0.19919226,0.19899015,0.08759189,0.08656232,0.09123396,0.10162916,0.12236244,0.15896849,0.19859271,0.20466103,0.16449099,0.13224014,0.07018889,0.07468794,0.09473768,0.14017736,0.18842113,0.20955246,0.19367982,0.15143959,0.09858854,0.07099321,0.05456484,0.06821498,0.11317874,0.18934249,0.22324015,0.17899934,0.13128333,0.09891385,0.07510169,0.06148754,0.04275094,0.06465675,0.13769506,0.22273079,0.20237387,0.11775269,0.08265278,0.07102294,0.05993626,0.05402865,0.03317320,0.06418808,0.15825868,0.24633834,0.18818783,0.09673286,0.06703346,0.06185753,0.05009152,0.03518019
10,0.1000,6.0000,0.04655506,0.05864349,0.04900175,0.05084485,0.06292142,0.07347977,0.07393174,0.06979158,0.06542246,0.06735926,0.10853539,0.09413880,0.07481527,0.06591808,0.06964381,0.07639176,0.07774588,0.07693979,0.07257173,0.06999714,0.19153557,0.16970065,0.13731890,0.10267507,0.08425722,0.08176522,0.08312996,0.08493815,0.08296351,0.08159681,0.20300009,0.20017683,0.19307893,0.14638749,0.10264633,0.08667531,0.08619728,0.08970138,0.08957882,0.09039424,0.12663812,0.15868595,0.20021103,0.18103670,0.12210813,0.09006239,0.08618990,0.08893764,0.08617670,0.08566851,0.07269771,0.10245718,0.17501232,0.20009531,0.14297674,0.09243375,0.08388094,0.08801701,0.08118666,0.07499038,0.06394500,0.08450467,0.14557317,0.20003896,0.16639928,0.10308929,0.08442189,0.08988409,0.08503754,0.07810908,0.06566857,0.07608407,0.12056604,0.18643127,0.18378275,0.11943097,0.08617522,0.08527993,0.08237435,0.07910158,0.05488544,0.06012873,0.09189797,0.15969253,0.18198933,0.12575948,0.08080544,0.06959994,0.06500784,0.06345468,0.03351815,0.04905619,0.07675288,0.14659545,0.18207927,0.12886095,0.07557679,0.05789291,0.05243368,0.03673355
10,0.3000,2.0000,0.05152749,0.07004201,0.07443240,0.06238534,0.08332872,0.08866012,0.07627081,0.07797759,0.08419317,0.10436926,0.05464055,0.07425054,0.09118507,0.09009206,0.09996599,0.09440717,0.09995376,0.11851471,0.16282796,0.21865829,0.04683360,0.07700586,0.10038680,0.14396089,0.15829629,0.19832274,0.24377920,0.28670403,0.32055039,0.34183062,0.08617093,0.13151629,0.19163889,0.25369962,0.31027715,0.32105451,0.30663001,0.29174928,0.25752440,0.24877677,0.19350900,0.23222682,0.28296278,0.28687809,0.26416196,0.21097683,0.16399305,0.15464852,0.14408273,0.13855554,0.26107918,0.22694836,0.17976053,0.13366965,0.11632977,0.10931516,0.12134132,0.12831049,0.13875282,0.13900116,0.14573939,0.13388330,0.08702521,0.09501188,0.10195256,0.11133014,0.11697964,0.12136559,0.12540700,0.14628430,0.08912557,0.09632771,0.10209430,0.11625424,0.12264291,0.11072139,0.11925010,0.11866645,0.12740213,0.12302800,0.09728937,0.10455771,0.14365769,0.13692568,0.12533862,0.11565738,0.13945544,0.14467214,0.15470811,0.17352946,0.13422782,0.10663998,0.13820021,0.16742966,0.13200972,0.15798434,0.15583042,0.17593817,0.20986243,0.21060582
10,0.3000,4.0000,0.08055785,0.08419521,0.10661902,0.10563483,0.08608574,0.08179576,0.10537334,0.12568653,0.13739670,0.13232826,0.07203738,0.08874895,0.10450347,0.11468135,0.09731605,0.08182988,0.10525094,0.12352052,0.12353288,0.12626108,0.07068517,0.08296555,0.09860952,0.11541715,0.10918627,0.09219020,0.10314330,0.11527275,0.10458759,0.09867640,0.09575873,0.09693663,0.09082727,0.08992190,0.09876623,0.09339059,0.10066343,0.10876994,0.09735873,0.09712877,0.16920033,0.16247927,0.13919893,0.09292767,0.08585025,0.08946665,0.09998666,0.11891520,0.12033425,0.11620971,0.21481323,0.22949962,0.23412078,0.18159122,0.13079614,0.10791741,0.09689221,0.10693006,0.11119888,0.11227019,0.13234371,0.16601948,0.21325301,0.23908252,0.23761047,0.19992045,0.14541344,0.10479861,0.08378667,0.06907158,0.06239050,0.08482294,0.11631409,0.15096952,0.21543353,0.27791043,0.26681387,0.19321201,0.10999275,0.06612383,0.05884735,0.06707112,0.07288309,0.07846616,0.11469720,0.17740058,0.26044319,0.28673834,0.18049931,0.10736153,0.04600866,0.06339440,0.06089766,0.06378485,0.07451085,0.09633798,0.19028678,0.29538960,0.21651932,0.10947427
10,0.3000,6.0000,0.04889853,0.06222051,0.06309384,0.06868826,0.11007347,0.19698743,0.18535346,0.08879883,0.04644663,0.03566675,0.07280842,0.07659559,0.07859401,0.07882999,0.11066274,0.19556689,0.20047784,0.10928623,0.06263276,0.05671701,0.08757076,0.09287842,0.09468144,0.08421885,0.10233621,0.18789381,0.22353423,0.13703499,0.07227334,0.06072702,0.08158926,0.09249406,0.09694939,0.08219279,0.08275154,0.15714977,0.22796734,0.15750533,0.07362253,0.05554100,0.07427129,0.08150623,0.09328561,0.08751377,0.08320596,0.13614964,0.23065354,0.19349844,0.09431636,0.06400073,0.07959266,0.08283764,0.09058254,0.09065800,0.09016639,0.12366346,0.22059721,0.23660459,0.13160941,0.07814847,0.10236923,0.09843372,0.09588468,0.09124078,0.09226613,0.10989577,0.18371662,0.25388348,0.19751680,0.13991020,0.11430612,0.11121007,0.10319086,0.09503996,0.10184748,0.10571221,0.13678107,0.21411937,0.24872523,0.24029333,0.10503573,0.10413502,0.09210098,0.08504403,0.10752827,0.10581500,0.09013526,0.12742445,0.19418780,0.23011276,0.09669367,0.09811019,0.08351708,0.07603977,0.10608422,0.11023595,0.06990991,0.07305743,0.13833200,0.12852612
10,0.5000,2.0000,0.22068526,0.27138433,0.17835402,0.11147474,0.13300993,0.15690776,0.14253342,0.10994480,0.08745985,0.06595901,0.19950916,0.18110711,0.14413996,0.13476483,0.12712595,0.13919787,0.13036234,0.10329344,0.10321812,0.11682359,0.18546914,0.15062086,0.14101837,0.12273483,0.13719735,0.12772487,0.13264193,0.18133008,0.25057263,0.31378379,0.14346717,0.17890855,0.13712252,0.11946456,0.12052551,0.12097374,0.18554577,0.29517539,0.34332214,0.32413076,0.13440870,0.14833580,0.12507442,0.13116648,0.11671382,0.13330465,0.22757710,0.30787238,0.19244023,0.16256264,0.15315527,0.13767843,0.13855647,0.13411539,0.11480018,0.14275701,0.26903711,0.24332967,0.13039981,0.09350988,0.16664660,0.15060748,0.17911406,0.13555773,0.16482710,0.24869184,0.26336313,0.15814876,0.09007473,0.07875035,0.14519852,0.13115044,0.14914228,0.21159381,0.27427918,0.25581748,0.17645850,0.10055433,0.06341500,0.06213698,0.09958900,0.11594800,0.16118391,0.26808219,0.24205494,0.14637897,0.09596128,0.07389598,0.06511619,0.05923843,0.12714538,0.08635669,0.17933056,0.29063786,0.19134523,0.07809214,0.07158852,0.07433014,0.06987501,0.08142200
10,0.5000,4.0000,0.16387161,0.12783595,0.09982650,0.09829698,0.11479479,0.09424562,0.09220804,0.11315838,0.11471235,0.08528302,0.14922112,0.13775495,0.10356907,0.10276748,0.11340856,0.10757068,0.10782075,0.12437820,0.12176283,0.11167553,0.15484372,0.13698787,0.11334340,0.10828828,0.11415103,0.11513248,0.12074859,0.13404888,0.11106635,0.09115284,0.13212936,0.13292505,0.11829762,0.10892342,0.11123570,0.10812069,0.10646199,0.10120092,0.09789145,0.08988551,0.12945451,0.12488745,0.11520801,0.10725249,0.10178990,0.09099503,0.09309838,0.12607698,0.14309123,0.15484670,0.09362755,0.09867524,0.09710869,0.10600398,0.12364374,0.14487820,0.19146027,0.24253011,0.24525262,0.23538739,0.05909741,0.08344998,0.12974231,0.19101752,0.24385571,0.25807984,0.25964172,0.23803388,0.19861387,0.17796176,0.05933144,0.12793123,0.24191762,0.29035924,0.25882707,0.19533111,0.14615281,0.11791777,0.09061389,0.07737316,0.09589123,0.20537048,0.30611445,0.21596225,0.13486595,0.09375323,0.07510755,0.07665814,0.07464568,0.07007320,0.10142343,0.27251078,0.30303592,0.15357243,0.08548957,0.07551259,0.06387048,0.06579241,0.07208759,0.05285283
10,0.5000,6.0000,0.07093187,0.09630962,0.09781171,0.08232804,0.08884939,0.10250137,0.08975952,0.09354613,0.11295748,0.11066907,0.09136604,0.10179798,0.10837446,0.09831450,0.09656526,0.10426603,0.09953711,0.10138548,0.11246357,0.11517636,0.08092052,0.09717623,0.11409515,0.11106798,0.10428576,0.10186807,0.10128297,0.10781621,0.11175258,0.10578735,0.07442403,0.08584833,0.09381761,0.09615820,0.09604078,0.09208749,0.09226214,0.10374838,0.11131107,0.10840978,0.11367859,0.11319899,0.10320330,0.08355785,0.08501675,0.09076490,0.09271580,0.10133569,0.10466759,0.10137556,0.21148675,0.20796196,0.19569829,0.15837811,0.13762227,0.12768002,0.11385509,0.10205431,0.08547741,0.07312518,0.19335266,0.21092222,0.23713237,0.23925400,0.23873533,0.23696421,0.20735539,0.15729158,0.09340342,0.05833565,0.08410503,0.10672773,0.13804459,0.16035730,0.19294364,0.23537486,0.26718168,0.25428137,0.15165224,0.07841077,0.04822908,0.06302062,0.07214406,0.07110160,0.08753459,0.11748196,0.17676058,0.26989701,0.22268183,0.13172160,0.03934126,0.05888137,0.06271251,0.05406658,0.06350633,0.07078675,0.11442454,0.24814587,0.27224191,0.13566745
15,0.1000,2.0000,0.20201382,0.23618798,0.16456125,0.09750415,0.07234193,0.06856836,0.07173756,0.07852314,0.08110295,0.06185199,0.25122583,0.25988539,0.23524724,0.16665534,0.11134130,0.07776849,0.06253441,0.07265240,0.07998703,0.10371816,0.18695479,0.21510871,0.26382787,0.26973337,0.20735919,0.12877372,0.07033114,0.07273516,0.09113214,0.09095604,0.13956807,0.14499214,0.17389168,0.21108802,0.24781739,0.20260683,0.12043426,0.09856090,0.13635688,0.16217715,0.11126568,0.12276691,0.12502723,0.13111521,0.17619832,0.21659597,0.20699721,0.19605202,0.21020765,0.23394810,0.11698558,0.12087363,0.11473970,0.11045108,0.12243687,0.16849783,0.20084789,0.20392344,0.18510652,0.17776212,0.13343205,0.12284919,0.11691147,0.10851427,0.10031100,0.11268807,0.13550983,0.12770667,0.10749502,0.11261830,0.14422680,0.12682817,0.12291045,0.11463959,0.09811588,0.09660219,0.10422040,0.09065743,0.07906786,0.07324520,0.14832348,0.13921894,0.13577146,0.11784655,0.09737411,0.10273591,0.10548522,0.08924682,0.07016347,0.07114093,0.18390870,0.14957659,0.14493906,0.12319619,0.09067374,0.11216046,0.12124768,0.08154036,0.07171748,0.08812183
15,0.1000,4.0000,0.10721341,0.11304759,0.10529604,0.10962532,0.09421272,0.06388084,0.06723596,0.13350984,0.19619498,0.14942490,0.10567542,0.10546669,0.10777946,0.11078149,0.09702087,0.07513120,0.09942953,0.18024273,0.22114005,0.22129281,0.09719419,0.09819804,0.10557362,0.10891218,0.09832282,0.09324347,0.15319391,0.24338078,0.22039676,0.16324007,0.09800630,0.10007341,0.10292021,0.10144637,0.09358499,0.10830042,0.19790880,0.25254122,0.15776054,0.09742547,0.09417968,0.09339788,0.09659910,0.09270285,0.08689490,0.12027276,0.22021890,0.22309069,0.12000534,0.07374364,0.07318508,0.08368321,0.09558184,0.08611977,0.07931975,0.13018956,0.22177988,0.18586433,0.09072748,0.06343651,0.08160671,0.09570355,0.10376298,0.08729903,0.08246267,0.14989571,0.22137335,0.15966313,0.07350068,0.05248388,0.09026142,0.10085483,0.10358355,0.08772227,0.09976744,0.17915538,0.22252676,0.14381356,0.07608987,0.06354989,0.08044161,0.08462173,0.08547867,0.08076257,0.10565338,0.18776414,0.20507319,0.11700628,0.06610761,0.05983687,0.05497494,0.07196708,0.07211237,0.07034872,0.10637727,0.18968734,0.19397677,0.09492647,0.04910489,0.03745759
15,0.1000,6.0000,0.03436017,0.05434740,0.06308820,0.06392780,0.06495091,0.08639887,0.15923986,0.22664373,0.17641426,0.08542983,0.04738986,0.06065323,0.07402810,0.08149621,0.09619746,0.12784649,0.19357709,0.21335327,0.14831304,0.09101025,0.08679605,0.10272949,0.12829668,0.14946894,0.17855005,0.20877266,0.22035744,0.18371142,0.10642038,0.06320115,0.16654591,0.17741599,0.19979466,0.20917456,0.21242768,0.20209655,0.17049903,0.12559393,0.07650927,0.05283272,0.18248160,0.18215726,0.18181972,0.16235494,0.14161705,0.12559079,0.10975014,0.09297071,0.07524715,0.06555533,0.11423765,0.11412298,0.11053310,0.09425524,0.08574559,0.08847371,0.09117995,0.09202609,0.08754082,0.08360868,0.06880463,0.07730814,0.08484752,0.08268033,0.08286299,0.08863951,0.09328609,0.09529866,0.09103026,0.08636457,0.06020103,0.07369970,0.09013984,0.09341775,0.09102959,0.09348208,0.09628019,0.09426009,0.08760132,0.08103422,0.05871177,0.07172391,0.08835239,0.08906278,0.08296427,0.08907910,0.09324754,0.08833414,0.08202278,0.07424360,0.04370239,0.06897922,0.08397603,0.08033511,0.07513334,0.08696746,0.09163739,0.08532470,0.07910107,0.07551018
15,0.3000,2.0000,0.26232479,0.17464794,0.15183155,0.11204393,0.13478844,0.14407773,0.14073020,0.17648788,0.15946023,0.17617361,0.22546118,0.16595151,0.11610426,0.12313442,0.14928805,0.12714943,0.14853869,0.15888932,0.13589784,0.10890465,0.16806314,0.15602842,0.12751071,0.13104225,0.12495074,0.13848780,0.14283192,0.16667244,0.10380225,0.07796363,0.15503505,0.14845463,0.14533585,0.12380331,0.12732138,0.12504550,0.12660869,0.11879810,0.10572688,0.10341683,0.12791955,0.11976616,0.11980491,0.13591806,0.11533732,0.11812731,0.11585539,0.16044443,0.23061992,0.28631927,0.09489777,0.10604273,0.10975121,0.13653656,0.16646676,0.18486015,0.22138762,0.28881398,0.31453540,0.30358576,0.16784879,0.19187650,0.24613061,0.28768022,0.28412424,0.25659595,0.24943478,0.21552161,0.17021215,0.15541192,0.34505938,0.33334545,0.31789874,0.26364759,0.20736048,0.16184211,0.12541905,0.11454688,0.10346959,0.10860859,0.26096572,0.22066169,0.14571424,0.10932483,0.08769538,0.07339089,0.07343514,0.07272532,0.07868050,0.07176261,0.15028706,0.11960089,0.07803067,0.05918834,0.06013210,0.07802012,0.07809852,0.06118719,0.06075604,0.06546001
15,0.3000,4.0000,0.07234934,0.10079052,0.08526242,0.07626306,0.10502147,0.18468638,0.21732950,0.12042601,0.05441606,0.06276685,0.09702137,0.10747484,0.09815164,0.08118078,0.10077838,0.18241556,0.22637632,0.13668908,0.07004837,0.06422306,0.10921601,0.11485296,0.11838376,0.08448943,0.09135466,0.17360371,0.24484955,0.16061784,0.07803696,0.07269006,0.08960985,0.10488784,0.11959142,0.10508549,0.08266994,0.13506313,0.24563330,0.18783706,0.07641680,0.05856421,0.07239793,0.08650858,0.10418183,0.10707496,0.09180145,0.10925736,0.23673613,0.22809848,0.09763461,0.06064083,0.08817099,0.08468600,0.08858863,0.09846192,0.09188711,0.09706626,0.21574061,0.27972536,0.14565035,0.07543926,0.11458218,0.11132025,0.10109512,0.09756756,0.10795451,0.09572711,0.17450773,0.30845783,0.20735716,0.09710405,0.13282150,0.12549727,0.11162099,0.10861651,0.12813025,0.11019404,0.13449741,0.28043519,0.27993977,0.18790215,0.14035100,0.12769846,0.10785333,0.09737099,0.13898850,0.11889051,0.09999724,0.20259948,0.28998692,0.27952599,0.13631404,0.13315844,0.10351237,0.10189678,0.13794815,0.12309682,0.06989854,0.14726869,0.27145392,0.20315515
15,0.3000,6.0000,0.06834583,0.08895525,0.08241024,0.06665480,0.09075828,0.16637488,0.20671935,0.13048110,0.05128665,0.04059891,0.08863387,0.09802057,0.09779812,0.07944743,0.09310358,0.16545225,0.21620405,0.14472462,0.06730385,0.05544342,0.08447508,0.10273371,0.11211444,0.09255212,0.09064715,0.16066459,0.23322228,0.16728206,0.07819491,0.06279213,0.07011549,0.08932512,0.10790776,0.09641562,0.08132834,0.13615347,0.23022229,0.18026401,0.07643868,0.05364433,0.08161415,0.08976976,0.09987875,0.09262476,0.08227348,0.12214844,0.22895372,0.20153741,0.08755106,0.05638381,0.09844894,0.09989685,0.10075392,0.09683649,0.09143739,0.11698199,0.22836628,0.23642640,0.11476193,0.06532663,0.08534856,0.09350868,0.10161926,0.10349793,0.09928102,0.10938504,0.20695583,0.26948802,0.15807282,0.08449559,0.08999960,0.09646877,0.10759697,0.11347644,0.10561044,0.09712132,0.15983202,0.26340002,0.22741754,0.16198483,0.10785087,0.10984760,0.11424171,0.11954605,0.10608501,0.08016058,0.10186321,0.19374462,0.25245997,0.25193739,0.10407927,0.10961534,0.11300907,0.11883201,0.10484238,0.06975483,0.06660678,0.13868831,0.22614547,0.18941377
15,0.5000,2.0000,0.09994600,0.09015560,0.08146416,0.08399152,0.20468905,0.31182089,0.20903963,0.11788968,0.12310641,0.16357622,0.07796336,0.07824118,0.08588686,0.10423172,0.21656028,0.27519289,0.18336899,0.13973061,0.19836829,0.13004122,0.05541433,0.08161107,0.10171990,0.18141247,0.26950109,0.23088517,0.14120046,0.14115468,0.13979449,0.17668284,0.09342177,0.08868819,0.15726710,0.25173425,0.24474909,0.14010525,0.10499077,0.13112131,0.15740364,0.12575203,0.10680652,0.12704060,0.22611276,0.28481827,0.14999273,0.09499848,0.11406456,0.12296558,0.13068237,0.15944593,0.16606104,0.18268029,0.31536743,0.25705124,0.14847761,0.11730048,0.11360782,0.11980054,0.14060005,0.17806742,0.33998273,0.35786895,0.32393232,0.21446091,0.13715501,0.13079198,0.12299456,0.13201221,0.15238073,0.15779832,0.33892721,0.27090811,0.20820932,0.16026807,0.13284586,0.12938147,0.12470348,0.13580609,0.13802497,0.14601787,0.12268395,0.11811111,0.12809167,0.15322558,0.13911358,0.12448266,0.13867655,0.16464062,0.19145410,0.14520968,0.10025150,0.08379228,0.13434740,0.15868455,0.14980314,0.10752506,0.13971142,0.28627933,0.16784960,0.18455807
15,0.5000,4.0000,0.17439068,0.16762859,0.13379699,0.13612078,0.10887249,0.07311886,0.10017336,0.29218974,0.31232627,0.12321438,0.15935116,0.14431455,0.13324386,0.13247244,0.11496878,0.08194820,0.12623215,0.29782696,0.27376246,0.15315734,0.11260439,0.11608054,0.11853408,0.12779984,0.11727881,0.09108566,0.17764895,0.32624253,0.21111282,0.08695311,0.10763578,0.09974943,0.10982507,0.11490823,0.11550586,0.10882103,0.23512560,0.30258229,0.14885556,0.06878745,0.11858925,0.12216739,0.11389968,0.11752172,0.10478431,0.12967617,0.26440636,0.24432356,0.09584222,0.05920918,0.11728669,0.11360895,0.11709773,0.11465284,0.10164153,0.14242986,0.25609723,0.18504286,0.06624918,0.05248602,0.09769644,0.10164738,0.12687454,0.11676188,0.08837034,0.15571179,0.25006950,0.16995072,0.06860040,0.06675980,0.09634583,0.11566180,0.12695657,0.10431241,0.09538464,0.18142823,0.25346504,0.16161681,0.07606345,0.07114600,0.11584001,0.11955271,0.12960143,0.09294086,0.09871069,0.17450829,0.24219720,0.15544683,0.07286070,0.06278167,0.09118265,0.11474689,0.10692549,0.07374773,0.09508620,0.17709869,0.23681601,0.15427198,0.06253991,0.06751987
15,0.5000,6.0000,0.04478474,0.06077405,0.06234055,0.06346667,0.06971412,0.08504925,0.20524198,0.32243925,0.18825535,0.05947869,0.05790349,0.06561398,0.07434774,0.07930656,0.09703255,0.13880381,0.24834172,0.28818548,0.15491051,0.06449946,0.06946196,0.08780951,0.12270428,0.15469700,0.19752412,0.25193964,0.28688713,0.22960120,0.12334578,0.07723240,0.16117883,0.18294699,0.22391589,0.24236796,0.24303938,0.23521551,0.20869901,0.16179122,0.11857786,0.11298466,0.22115542,0.22509917,0.22304625,0.18073163,0.14185779,0.13214277,0.12764195,0.12142171,0.11644311,0.11269069,0.14295418,0.13834944,0.12562592,0.09421663,0.08630545,0.09886012,0.10699250,0.10726950,0.09237426,0.08403978,0.07733090,0.08693865,0.09061457,0.08355609,0.08826653,0.09868897,0.10611189,0.10532753,0.08439672,0.06892959,0.06593314,0.08562723,0.10286423,0.10072344,0.09595213,0.09915910,0.10669476,0.10966090,0.10048146,0.09552818,0.06737251,0.08714171,0.10424112,0.10236149,0.09018750,0.09131352,0.10454512,0.11845887,0.11490028,0.10788294,0.06511947,0.08540643,0.10014879,0.08938349,0.08734277,0.08665996,0.10692515,0.12448935,0.11469823,0.10261883
